label,project,method,record,slot,severity,category,issue_excerpt
2026-08-22b_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,both,source_caveats,info,inconsistent identifier/count,"The record-level `source_caveats` correctly documents the Washington University in St. Louis / University of Washington conflict, the Equitable-vs-Exploratory title conflict, the 4000/4000+/4600 enrol"
2026-08-22b_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,both,conforms_to_standard,info,other,"All seven enum values used (CDS, WFDB, OMOP_CDM, ESDS, DICOM, OPEN_MHEALTH, RO_CRATE) are members of the permitted DataStandardEnum list in the digest, and each is independently attested in the FAIRhu"
2026-08-22b_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,both,issued,info,other,"`2025-11-17T00:00:00Z` carries the required UTC offset per the digest's RFC 3339 note. The date is attested by FAIRhub (`dateValue: 2025-11-17`, dateType Available) and the RO-Crate (`datePublished: 1"
2026-08-22b_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,header,info,other,"All fourteen required core header lines are present and verbatim, including `# Sources:` naming both the bundle and the phase-1 full record, and `# Phase 4 reconciliation: completed`. No defect."
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,conforms_to_standard,high,other,"The declared enum for `conforms_to_standard` permits only DICOM, BIDS, OMOP_CDM, WFDB, OPEN_MHEALTH, ESDS, CDS, RO_CRATE, FHIR, OTHER. The record emits `DICOM` at top level and inside several `file_co"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,publisher,high,inconsistent identifier/count,"`publisher` is declared `uriorcurie`. The value `https://fairhub.io/` is a bare resolver URL for a publisher named in the DataCite record only as the string ""FAIRhub"". No prefix in the schema covers F"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,creators[0].id,high,missing supported information,"`Creator.id` is `uriorcurie`. The value `https://aireadi.org/` is the project marketing website, minted by the record as a stand-in identifier for the organizational creator ""AI-READI Consortium"". The"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,creators[0].id,high,inconsistent identifier/count,Same defect as the full record: `https://aireadi.org/` minted as an identifier for the AI-READI Consortium where the bundle supplies none.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,funders[0].grants,high,inconsistent identifier/count,"`grants` has range `Grant[]`, and each Grant carries `id` of range `uriorcurie`. Both entries use NIH RePORTER search-and-project-details URLs as Grant identifiers. These URLs are attested in the bund"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,funders[0].grants,high,inconsistent identifier/count,Same as full record: award number OT2OD032644 stated only in `notes`; Grant `id` values are RePORTER page URLs.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,ethical_reviews[0].contact_person,medium,inconsistent identifier/count,"`contact_person` has range `Person`, whose `id` is `uriorcurie`. The value `mailto:hsdrely@uw.edu` is a mailto URI for a team mailbox (the ""IRB Reliance Team""), not a person. The RO-Crate gives this a"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,ethical_reviews[0].contact_person,medium,other,Same defect as the full record: team mailbox `mailto:hsdrely@uw.edu` instantiated as a Person.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,creators[0].source_caveats,medium,other,"`Creator` does not declare `source_caveats` in the object-range digest supplied (Creator accepts `affiliations`, `credit_roles`, `notes`, `principal_investigator`, `source_caveats`). Re-checking the d"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,creators[0].affiliations,medium,inconsistent identifier/count,"Eight ROR CURIEs are asserted as affiliations of the single organizational creator ""AI-READI Consortium"". Seven of the eight ROR values (01yc7t268, 008s83205, 0168r3w48, 00za53h95, 009avj582, 00f54p05"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,creators[0].affiliations,medium,inconsistent identifier/count,"Same as full record: `ROR:00cvxb145` is attested in the bundle only as a study-site location identifier, not as an organizational affiliation of the consortium."
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,known_biases[1].affected_subsets,medium,other,`affected_subsets` is multivalued. Both entries in the record pack several distinct affected groups into one semicolon-delimited string ('Populations outside the four recruited race/ethnicity categori
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,known_biases[2].affected_subsets,medium,other,Same collapsing defect: 'Hispanic participants; male participants; insulin-controlled participants' is one string where three list elements are called for.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,known_biases[1].affected_subsets,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,known_biases[2].affected_subsets,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,human_subject_research.irb_approval,medium,inconsistent identifier/count,"`irb_approval` is multivalued but holds a single long prose block combining the protocol number, approval date, approval-letter URL, renewal cadence, reliance agreements and the FAIRhub review-status "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,human_subject_research.regulatory_compliance,medium,other,"`regulatory_compliance` is multivalued but holds one prose block covering FDA status, DMC absence, HIPAA Safe Harbor, ClinicalTrials.gov registration and NIH GDS obligations — five separable complianc"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,human_subject_research.irb_approval,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,human_subject_research.regulatory_compliance,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,data_governance.stewardship_roles,medium,other,"`stewardship_roles` is multivalued but holds a single paragraph naming at least five distinct stewardship roles (site data managers, site PIs, central project team, AI-READI team as maintainer, Washin"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,data_governance.stewardship_roles,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,at_risk_populations.special_protections,medium,other,"`special_protections` is multivalued but carries one paragraph combining the age floor, the pregnancy and gestational-diabetes exclusions, the type 1 diabetes exclusion, the consent-capacity requireme"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,at_risk_populations.special_protections,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,ip_restrictions.restrictions,medium,other,"`restrictions` is multivalued but holds a single paragraph combining title/ownership retention, the reserved-rights clause, the separate-license requirement for publishers exceeding five figures, the "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,ip_restrictions.restrictions,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,external_resources[9].external_resources,medium,other,"The final ExternalResource entry bundles three unrelated documents — the REDCap forms PDF, the IRB approval letter and the participant consent form — into a single object. Each is a distinct external "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,external_resources[9].external_resources,medium,other,Same collapsing defect as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,sampling_strategies[0].representative_verification,medium,missing supported information,`representative_verification` is multivalued and carries a single element whose content is a negation ('No representativeness verification was performed') followed by mitigating context. Recording an 
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,sampling_strategies[0].representative_verification,medium,other,Same as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,license,low,dataset/release/temporal scope error,"`license` is a string slot and the value 'AI-READI Data License Agreement, Version 2.0' is supported. However the FAIRhub dataset pages label the license 'Health Data License' and the DataCite `rights"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,license,low,other,Same as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,file_collections[*].id,low,inconsistent identifier/count,The nine FileCollection identifiers are minted as fragments on `https://fairhub.io/datasets/3` (e.g. `#cardiac_ecg`). Fragment-on-an-attested-identifier is the sanctioned minting pattern and these nam
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,subsets[*].id,low,other,"Split subset identifiers minted as fragments on the FAIRhub dataset URL. The pattern is correct for labels internal to this record; no attested identifier exists for the splits, so this is compliant. "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,instances[0].data_topic,low,missing supported information,"A single `data_topic` (`B2AI_TOPIC:43`, Diabetes) is asserted for an instance that the same object's `notes` describes as spanning survey, clinical, imaging, waveform, wearable and environmental modal"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,instances[0].data_topic,low,other,Same as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,is_deidentified.identifiers_removed,low,other,The clause 'stated in the Nature Metabolism comment to be in order to prevent stigmatization of findings' embeds source attribution inside a content field. Source commentary belongs in `source_caveats
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,is_deidentified.identifiers_removed,low,other,Same embedded source attribution as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,known_biases[0].bias_description,low,other,'The BMJ Open protocol states explicitly that...' embeds source attribution in a content field.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,known_biases[0].bias_description,low,other,Same embedded source attribution as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,regulatory_restrictions.notes,low,other,"The note explains that HL7:2N was 'mapped here to restricted'. This is a defensible editorial decision, but HL7 2N denotes *normal* confidentiality, and the schema also offers `unrestricted`. The mapp"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,regulatory_restrictions.notes,low,other,Same interpretive mapping as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,license_and_use_terms.data_use_permission,low,other,`disease_specific_research` is a permitted enum value and is well supported by the access condition ('agree to use the data only for type 2 diabetes related research'). However the license simultaneou
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,distribution_dates[*].release_dates,low,dataset/release/temporal scope error,"`release_dates` values embed the version number and DOI inside the date string (e.g. '2024-05-03 (version 1.0.0, DOI 10.60775/fairhub.1)'). The DOI and version are content that belongs in structured s"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,distribution_dates[*].release_dates,low,other,Same concatenation as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,variables[1].notes,low,other,"The `Age` variable carries a `source_caveats` recording the FAIRhub-versus-BMJ disagreement about the 85-year ceiling, which is correct placement. But the same variable's `maximum_value: 85.0` is asse"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,conforms_to_class,low,other,Correctly `Dataset`. No defect; recorded to confirm the paired records differ appropriately (core states `CoreDataset`).
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,distributions,low,inconsistent identifier/count,"Per-directory file counts (4,515; 7; 2,232; 7,969; 56,478; 173,721; 93,921; 15,245; 2,246) are carried inside `notes` prose because CoreDistribution declares no file-count field. The `source_caveats` "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,core,notes,low,dataset/release/temporal scope error,"The core `notes` reproduces the full record's `notes` verbatim, including the FAIRhub view count (24,636) and citation count (0). These are platform telemetry captured at scrape time rather than durab"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,AI_READI,claudecode_agent,full,notes,low,inconsistent identifier/count,Same telemetry concern: view and citation counts are point-in-time platform statistics.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,creators,high,unsupported claim,"Five of six Creator objects (Bihorac, Jiang, Strekalova, Rashidi, Kwong) place the named individual in `principal_investigator`, a Person-ranged slot reserved for the PI. The bundle names only ROSENTH"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,creators,high,other,"Same defect as the full record: five leadership-team members are encoded as `principal_investigator`, a role the bundle attributes only to Eric S. Rosenthal."
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,funders[0].grants[0].id,high,inconsistent identifier/count,"The Grant object carries only an `id` set to the NIH RePORTER URL, while the actual grant identifiers stated in the bundle (OT2OD032701, 1OT2OD032701-01, application ID 10472824, award amount 5880300,"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,funders[0].grants[0].id,high,inconsistent identifier/count,"Same defect as the full record: grant number, award amount and project period are carried in prose `notes` while the only structured field is a resolver URL."
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,creators[*].affiliations[*],medium,other,"Organization objects carry `name` only, with no `id`. This is acceptable under the evidence boundary (the bundle supplies no registry identifiers), but it should be noted that no organization identifi"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,acquisition_methods[0].was_directly_observed,medium,unsupported claim,Set to true for retrospective extraction of pre-existing hospital records. The bundle states collection is retrospective and site-mediated; `direct_collection[0].is_direct` in the same record is set t
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,acquisition_methods[0].was_directly_observed,medium,unsupported claim,"Set to true as in the full record, but the core record omits `direct_collection` entirely, so the counterbalancing statement that collection was not direct is absent. The core record therefore asserts"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,direct_collection,medium,missing supported information,"Omitted from the core record though present and evidence-supported in the full record (retrospective, site-mediated extraction from hospital source systems). Core is a projection of full; dropping thi"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,splits,medium,missing supported information,"Omitted from the core record although the full record populates it and the bundle clearly supports it (NIH RePORTER: 'The dataset will also provision a holdout test set, accessible for model external "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,third_party_sharing,medium,missing supported information,Omitted from the core record although present in the full record and supported by the bundle (controlled-access sharing with AIM-AHEAD trainees outside the contributing institutions; stated goal of a 
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,instances[2].counts,low,other,"`counts: 7642` is labeled 'Admission with radiology imaging data' and takes the tier-2 figure, which is correct under the ranking rule. However the accompanying source_caveats states the two sources '"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,instances[2].counts,low,inconsistent identifier/count,Same inconsistency between the instance-level caveat ('not necessarily in conflict') and the top-level caveat ('disagree') as in the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,conforms_to_standard,low,other,"Includes `OTHER` without the record making explicit which standard `OTHER` stands for. The prose in `conforms_to` names EDF+, Persyst and the OHNLP open-source schema, so the value is defensible, but "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,data_collectors[*].role,low,other,"`role` on DataCollector is populated with free-text values ('data contributing centers', 'data site manager', 'clinical collaborator', 'coordinating sub-teams'). The schema digest lists no enum constr"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,maintainers[*].role,low,other,"All three Maintainer objects are assigned `role: academic_institution`. The first (Ciera McCrary, Program Manager) and second (two named individuals handling access requests) describe persons rather t"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,maintainers[*].role,low,other,Same as the full record: individual contacts assigned the institutional enum value `academic_institution`.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,external_resources[*].external_resources,low,inconsistent identifier/count,"Each ExternalResource object packs a URL plus a descriptive gloss into the single `external_resources` string field, using an em-dash separator. This is prose in a field the schema types as a plain st"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,external_resources[*].external_resources,low,inconsistent identifier/count,Same combined URL-plus-gloss string construction as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,at_risk_populations.at_risk_groups_included,low,unsupported claim,Set to true. Its own source_caveats concedes the value is 'inferred from the stated PICU and NICU admissions' rather than stated by the bundle. Inference of a boolean the sources do not assert sits at
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,at_risk_populations.at_risk_groups_included,low,unsupported claim,Same inferred boolean as the full record.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,full,created_by,low,other,"'CHoRUS Consortium' is asserted as the creating entity. The bundle uses 'CHoRUS Consortium' (chorus4ai.org section heading) and 'CHoRUS Network' (GitHub), and NIH RePORTER names Massachusetts General "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,notes,info,other,"The core record's `source_caveats` abridges the full record's version, dropping the specific detail about the RePORTER typographical error and truncated sentence while retaining the general statement."
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,core,(whole record),info,missing supported information,No slot in the core record states content absent from the full record. Every core value is a verbatim or lightly abridged projection of the corresponding full value; the divergences are omissions (dir
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,both,conforms_to_class,info,other,"Correctly differentiated: `Dataset` in the full record, `CoreDataset` in the core record. Header blocks likewise match their prescribed forms, including the core-only `# Sources:` and `# Phase 4 recon"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CHORUS,claudecode_agent,both,id,info,inconsistent identifier/count,"Both records use `https://chorus4ai.org/` as the dataset identifier. This is a project website rather than a dataset identifier, but the bundle supplies no DOI, accession or repository identifier for "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,core,distributions,high,unsupported claim,"The `distributions` slot is not present in the supplied schema digest for `Dataset`, and no `Distribution` object range with keys `path`, `format`, `media_type`, `bytes`, `md5`, `conforms_to_standard`"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,core,distributions[*].bytes,high,unsupported claim,"Byte counts (116019, 139059, 175923, 96154, 30925, 75059, 1153434) are not stated anywhere in the declared bundle. The bundle gives only rounded human-readable sizes ('113.3 KB', '135.8 KB', '171.8 KB"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,core,distributions[9].conforms_to_standard,high,other,`conforms_to_standard` is declared multivalued in the digest (DataStandardEnum [many]). The core record supplies the bare scalar `RO_CRATE` rather than a list. The full record uses the list form corre
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,core,distribution_formats[1].media_type,medium,other,The core record changes the RO-Crate media type from `application/ld+json` (full record) to `application/json` and attaches a `source_caveats` asserting that 'the schema's media_type enumeration has n
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,core,notes,medium,missing supported information,"The `notes` slot is used to carry content that belongs in structured slots rather than residual content. It restates the full citation (which the full record holds in `citation`), the `direct_collecti"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,full,funders[0].grants[0].id,medium,inconsistent identifier/count,"`Grant.id` is declared `uriorcurie`. The value `https://reporter.nih.gov/project-details/11211616` is a resolver URL for an NIH RePORTER application record, used as the identifier of a grant. The bund"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,both,creators[*].principal_investigator.id,medium,other,Two ORCID values in the bundle are written without the `https://orcid.org/` prefix in the Dataverse source ('Marquez C ... ORCID: 0000-0003-3960-420X'). Both records normalize this to `ORCID:0000-0003
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,full,instances[*].data_substrate,low,other,Substrate assignments are interpretive rather than transcribed. B2AI_SUBSTRATE:59 (Size Exclusion Chromatography-Mass Spectrometry Data) and B2AI_SUBSTRATE:64 (Perturb-seq Data) are well supported. B2
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,full,instances[3].counts,low,unsupported claim,"`counts: 11739` is attached to the gene-level CRISPRi perturbation instance. The bundle states 11,739 targeted genes, so the number is supported, but `counts` on an Instance denotes the number of inst"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,core,creators,low,other,"The core record reproduces all 46 creators from the full record verbatim, including the `source_caveats` on Sali A. Consistent with the full record and supported by the bundle; no divergence found."
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,both,publisher,low,inconsistent identifier/count,"`publisher: ROR:0153tk833` names the University of Virginia. The ROR identifier appears verbatim in the June 2026 Dataverse release (author affiliations for Clark T, Al Manir S, Levinson MA, Niestroy "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,core,distributions[*].md5,low,other,"All ten MD5 checksums transcribe correctly from the June 2026 release listing. The three IF-image checksums correctly differ from the October 2025 same-named archives, and the source_caveats correctly"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,full,total_file_count,low,missing supported information,`total_file_count: 10` matches the ten files listed in the June 2026 release. `total_size_bytes` is correctly omitted rather than back-computed from rounded sizes — the treatment the core record's `di
2026-08-22c_claude-opus-5-api-generic-v5_rep1,CM4AI,claudecode_agent,both,issued / last_updated_on,low,other,"`issued: 2026-06-17T00:00:00Z` follows the Dataverse publication date over the CM4AI portal's conflicting 'June 17, 2025', consistent with the declared ranking (tier 1 june_2026_dataverse_release over"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,distributions,high,other,"The `distributions` slot is not present in the supplied schema digest for Dataset/CoreDataset, and the objects written under it carry keys (`format`, `media_type`, `path`, `notes`, `source_caveats`) t"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,file_collections,high,unsupported claim,"Content that the full record carries in `file_collections` (three FileCollection objects with `id`, `collection_type`, `path` and per-file record counts) is not present in the core record under that s"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,subpopulations,medium,unsupported claim,"The second Subpopulation object states 'The five cohort categories are voice disorders, respiratory disorders, neurological and neurodegenerative disorders, mood and psychiatric disorders, and control"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,full,subsets,medium,dataset/release/temporal scope error,"The `subsets` list presents five entries as if they were the five disease cohort categories, but substitutes 'Controls' for the pediatric cohort named in the source documentation. Since the pediatric "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,relationships,medium,missing supported information,"The full record populates `relationships` (healthsheet statement that instances are unrelated, plus the participant_id/session_id/task_name linkage). The core record omits it. The digest lists `relati"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,splits,medium,missing supported information,The full record populates `splits` with the release's explicit statement that no recommended train/validation/test splits are provided and that researchers should create their own. The core record omi
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,subsets,medium,missing supported information,"The full record carries five DataSubset objects describing the recruited cohorts with their diagnoses and gold-standard validation methods. The core record omits `subsets` entirely, retaining only the"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,citation,medium,missing supported information,The full record carries the PhysioNet-supplied recommended citation verbatim. The core record omits `citation` although the slot is available and the bundle states the citation explicitly.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,variables,medium,missing supported information,"The full record populates six VariableMetadata objects (participant_id, session_id, task_name, n_frames, spectrogram, mel_spectrogram) drawn from the release's Data Description. The core record omits "
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,direct_collection,low,missing supported information,"The full record populates `direct_collection` with `is_direct: true` and the healthsheet's supporting text. The core record omits it, though the bundle states plainly that data was collected 'Directly"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,collection_consents,low,missing supported information,"The full record populates two CollectionConsent objects. The core record omits `collection_consents`; the substance is partly covered by `informed_consent`, but the consent-scope statement about non-r"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,collection_notifications,low,missing supported information,The full record populates `collection_notifications` with the IRB-approved notification procedure. The core record omits it.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,consent_revocations,low,missing supported information,"The full record populates `consent_revocations` with the withdrawal rules, including the point at which voice data can no longer be removed. The core record omits the slot; the `informed_consent.withd"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,participant_privacy,low,missing supported information,"The full record populates a ParticipantPrivacy object with anonymization method, linkage practice, an eleven-item privacy_techniques list and a reidentification_risk statement. The core record omits `"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,participant_compensation,low,missing supported information,"The full record records the gift-card amounts and session caps. The core record omits `participant_compensation`, although the documentation states the figures explicitly."
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,core,third_party_sharing,low,missing supported information,The full record populates `third_party_sharing` with `is_shared: true` and the DTUA redistribution restrictions. The core record omits it.
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,full,instances,low,inconsistent identifier/count,The Instance object for acoustic recordings assigns `data_substrate: B2AI_SUBSTRATE:49` (Waveform Data) while the same object's note states the release contains derived feature tensors rather than wav
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,full,instances,low,other,"The Instance object for questionnaire and clinical records assigns `data_substrate: B2AI_SUBSTRATE:80` (Questionnaire response data), but the object's own description says the records are held as tab-"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,both,id,low,inconsistent identifier/count,"`id` is set to `doi:10.13026/8xbn-nq66`, the version-3.1.0 DOI, while `version_access.latest_version_doi` is `doi:10.13026/37yb-1t42`, the concept DOI PhysioNet assigns to the latest version. Both val"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,both,known_biases,low,unsupported claim,The DatasetBias object with `bias_type: measurement_bias` includes `affected_subsets: ['Disease cohorts recruited predominantly at a single site']`. The bundle states that participants were screened f
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,both,collection_timeframes,low,other,"`timeframe_details` combines a twelve-month collection window (drawn from the healthsheet, describing an earlier release) with the 2022-09-01 to 2026-11-30 project period from NIH RePORTER, a tier-4 s"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,both,publisher,low,inconsistent identifier/count,"`publisher` is set to `https://physionet.org`, a bare URL in a `uriorcurie`-ranged slot. No declared prefix in the digest covers PhysioNet as an organization, so a URL is the permitted fallback; noted"
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,both,human_subject_research,low,missing supported information,"`irb_approval` and `regulatory_compliance` are written as single-element lists whose sole element is a multi-sentence paragraph. The digest does not declare these as multivalued, so list form may be a"
